深圳运营经理,泉州红杉根众创贸易有限公司,1-1.5万/月
税务会计,深圳市万业隆实业有限公司,4.5-6千/月
商务助理,深圳市伊力科电源有限公司,4.2-6千/月
行政出纳,深圳市盛威通国际货运代理有限公司,4.5-6千/月
产品经理助理,深圳市理诚科技有限公司,5-7千/月
税务会计,深圳市纳斯达工贸有限公司,4.5-6千/月
财务助理,深圳市万国高科电子有限公司,3-4.5千/月
生产主管,深圳市怀强电子电器有限公司,4.5-6千/月
客户服务专员,深圳市金标达管理顾问有限公司,3.5-6千/月
商务专员,深圳市前海车车智能科技有限公司,5-9千/月
行政助理,香港勤达科技集团有限公司,3-4.5千/月
SEO专员/主管,深圳市简氏商务咨询有限公司,5-6千/月
总账会计(new深圳分公司),南京搜新智能科技有限公司,5-7千/月
维修及失效分析工程师,研华（中国）有限公司,6-8千/月
市场总监,深圳广莱汽车服务控股有限公司,1.5-2万/月
综合管理部经理,潮州华丰集团股份有限公司,13-20万/年
文员,深圳市华之美礼仪策划有限公司,4.5-6千/月
财务助理,飞亚（深圳）信息科技有限公司,3-4.5千/月
项目经理,港龙生物技术（深圳）有限公司,1-2万/月
咨询顾问（人力资源管理）,广州美太管理咨询有限公司,1.2-2万/月
财务助理/会计文员,深圳市劲拓自动化设备股份有限公司,4-6千/月
平台运营岗（可接受实习生）,深圳市银雁金融服务有限公司,5-8千/月
课程招生老师/无需外出接待/高提成奖金,坤泽教育,0.8-1万/月
人事专员,深圳市中裕冠投资发展有限公司,4-6千/月
总账会计,深圳市双品实业有限公司,6-8千/月
销售助理/商务助理/销售内勤,深圳市易瑞生物技术股份有限公司,4-6千/月
税务会计,深圳市金凤凰控股家具有限公司,4.5-6千/月
天猫运营专员,深圳市瑞通弘波通讯科技有限公司,0.4-1.2万/月
总账会计,深圳市启悦光电有限公司,7.5-8.5千/月
人力资源经理,广东开太平信息科技有限责任公司,0.8-1.5万/月
高薪亚马逊运营主管（JP、UK）,深圳新易能科技有限公司,0.6-1.5万/月
品质工程师,深圳市纳为金属技术有限公司,6-8千/月
电商运营,深圳市联瑞电子有限公司,4.5-6千/月
运营专员,深圳麦灵数据科技有限公司,6-8千/月
淘宝客服 周末双休 带薪年假 公司旅游,深圳市中如电子有限公司,6-8千/月
物控专员,深圳市燕麦科技股份有限公司,6-8千/月
亚马逊客服,深圳市晖煜电子商务有限公司,4.5-6千/月
市场助理,深圳市顺昌龙商砼服务有限公司,4.5-6千/月
应付会计,日通国际物流（深圳）有限公司,5-6千/月
仓库主管,深圳市美丽集团有限公司,4.5-6千/月
SMT销售主管,深圳市友联创科技有限公司,0.8-1.2万/月
跟单文员,深圳晶英免清洗助焊剂有限公司,4-5千/月
人事专员,北京仲量联行物业管理服务有限公司深圳分公司,5.5-6.5千/月
招聘专员,深圳市优宜得电子商务有限公司,4.5-8千/月
数据分析岗,招银金融信息服务（深圳）有限公司,0.6-1万/月
投资分析经理(J11400),铂涛,1.5-2万/月
京东客服,深圳市易顺科技有限公司,4-8千/月
培训专员,中天国富证券有限公司,1-1.5万/月
会计,深圳嘉德森投资（集团）有限公司,1-1.5万/月
深圳湾万象城GORGOR店店员,深圳市紫格贸易有限公司,4.5-6千/月
亚马逊运营专员日语销售,深圳市金斯达工贸有限公司,0.6-1.2万/月
专利流程专员,碧桂园机器人公司,1.5-2万/月
***导购,深圳唯驰古色皮具有限公司,3-4.5千/月
电工,深圳市瑞能实业股份有限公司,4.5-6千/月
运营专员,深圳他拍档网络服务有限公司,4-6千/月
商超督导/业务助理,深圳市瑞利来实业有限公司,4.5-6千/月
工艺研发工程师,深圳市日博电子科技有限公司,0.8-1万/月
教师管理项目助理,深圳市阿卡索资讯股份有限公司,6-8千/月
生产文员,深圳市俱进纸品包装有限公司,3-4.5千/月
绩效专员,深圳市施罗德工业集团有限公司,4.5-6千/月
设备工程师,深圳市雅客日化有限公司,0.8-1万/月
行政专员,深圳市广奇装饰设计有限公司,5-8千/月
商务助理,深圳市品驰数码有限公司,5-6千/月
行政专员,上海康展信息技术有限公司,4.5-6千/月
研发文员,深圳市科赛电子有限公司,4.5-6千/月
展厅经理,深圳市翠绿首饰制造有限公司,0.8-1.2万/月
品质工程师,柒小佰（深圳）科技有限公司,6-9千/月
商务助理/销售行政助理(双休),深圳博瑞天下科技有限公司,4-7千/月
数据分析师,深圳市爱牙邦医疗器械有限公司,1.5-2万/月
行政前台专员,深圳市华图测控系统有限公司,4-5千/月
楼层主管,欧亚达-广东区域,4-6千/月
销售助理,深圳市铭华展览有限公司,4.5-6千/月
